scope,K,C,model,stage,n_runs,n_frames,observed_rate,observed_run_SD,predicted_rate,predicted_run_SD,signed_error,absolute_error,mean_run_absolute_error,run_absolute_error_SD
K6,6.0,,P-old,Queue,40,423166,0.07334252062364835,0.2092223142875115,0.06728703389006509,0.199917806431867,-0.006055486733583262,0.006055486733583262,0.0081799853446603,0.011636723380386285
K6,6.0,,P-old,Service,40,423166,0.5168281941189594,0.2995954038430357,0.5258101968085059,0.2988635899480047,0.00898200268954652,0.00898200268954652,0.020028739423521003,0.016378637060965016
K6,6.0,,P-old,On_time,40,423166,0.40982928525739226,0.26029135752889854,0.40690276930142905,0.26165896451230986,-0.002926515955963216,0.002926515955963216,0.017223227513850563,0.01528338680347151
K6,6.0,,P-joint,Queue,40,423166,0.07334252062364835,0.2092223142875115,0.06728703389006509,0.19991780643186696,-0.006055486733583262,0.006055486733583262,0.008179985344660298,0.011636723380386285
K6,6.0,,P-joint,Service,40,423166,0.5168281941189594,0.2995954038430357,0.5279091416536058,0.2979885472281869,0.01108094753464639,0.01108094753464639,0.01345071237908772,0.011575447313980393
K6,6.0,,P-joint,On_time,40,423166,0.40982928525739226,0.26029135752889854,0.40480382445632906,0.2595988743108941,-0.005025460801063197,0.005025460801063197,0.015511059657298171,0.013109738421412675
K7,7.0,,B1,Queue,40,479178,0.2685642681688932,0.37261253130616373,0.26114307249003615,0.3289832965158077,-0.007421195678857073,0.007421195678857073,0.05586239456340096,0.07220989174720352
K7,7.0,,B1,Service,40,479178,0.5311602173828127,0.35850387133236783,0.5178913881803398,0.3130004666114681,-0.013268829202472965,0.013268829202472965,0.04676049117169738,0.03988394418284493
K7,7.0,,B1,On_time,40,479178,0.20027551444829417,0.19916320791341346,0.220965539329624,0.15566374807463387,0.020690024881329844,0.020690024881329844,0.05521787959234973,0.045230332227704756
K7,7.0,,P-old,Queue,40,479178,0.2685642681688932,0.37261253130616373,0.26067119563746466,0.3724911222817103,-0.007893072531428569,0.007893072531428569,0.012953522876722435,0.03026043351179008
K7,7.0,,P-old,Service,40,479178,0.5311602173828127,0.35850387133236783,0.523850678787194,0.348946321789705,-0.00730953859561867,0.00730953859561867,0.027471529620152663,0.03447877351152319
K7,7.0,,P-old,On_time,40,479178,0.20027551444829417,0.19916320791341346,0.2154781255753413,0.20438897514934246,0.015202611127047128,0.015202611127047128,0.020398968730207478,0.026059609323630207
K7,7.0,,P-joint,Queue,40,479178,0.2685642681688932,0.37261253130616373,0.26067119563746466,0.3724911222817103,-0.007893072531428569,0.007893072531428569,0.012953522876722435,0.03026043351179008
K7,7.0,,P-joint,Service,40,479178,0.5311602173828127,0.35850387133236783,0.5468092323150658,0.35641340489067835,0.015649014932253125,0.015649014932253125,0.015927698688969694,0.029639245015375952
K7,7.0,,P-joint,On_time,40,479178,0.20027551444829417,0.19916320791341346,0.19251957204746942,0.19579672451432642,-0.00775594240082475,0.00775594240082475,0.009014440876391677,0.012036051985382287
