scope,K,metric,n_runs,slope_ms_per_execution_position,slope_ms_per_elapsed_minute,pearson_r,spearman_rho,two_sided_permutation_p_exploratory,strictly_monotonic,first_run_value_ms,last_run_value_ms,interpretation
within_K,1,inference_mean_ms,5,-0.005279475022919581,-0.0049802525871318355,-0.29076558056557167,-0.3,0.6416666666666667,False,12.141193860555555,11.955948081666667,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,1,front_end_mean_ms,5,0.000687687945854886,0.0006473298176556732,0.3107979523797812,0.3,0.65,False,9.601230348333333,9.639900758888889,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,1,e2e_mean_ms,5,-0.004609501524055804,-0.00434958428305332,-0.24731758864310394,-0.3,0.725,False,22.31035636888889,22.230825347777778,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,2,inference_mean_ms,5,0.003418109031256219,0.0032247471555647794,0.5370642493602874,0.3,0.36666666666666664,False,5.677944800833333,5.797476835,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,2,front_end_mean_ms,5,-0.0037837333233949584,-0.00356833144555741,-0.6981420709177314,-0.7,0.18333333333333332,False,10.080956000277778,9.94433532,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,2,e2e_mean_ms,5,0.002961628917627338,0.0027950892230557724,0.34586859800434977,0.3,0.5583333333333333,False,19.19849543861111,19.317832528055554,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,3,inference_mean_ms,5,-0.00027790870569138445,-0.00026236507730170196,-0.22776553037846972,-0.09999999999999999,0.7083333333333334,False,4.664605741851852,4.634433669259259,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,3,front_end_mean_ms,5,-5.308414458137623e-05,-5.099941497357384e-05,-0.008276460569372753,0.19999999999999998,1.0,False,10.334685963518519,10.361500342777777,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,3,e2e_mean_ms,5,-0.0013491262409726674,-0.0012738491671572714,-0.12151420519702195,-0.6,0.9083333333333333,False,20.080518037592594,20.035678944814816,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,4,inference_mean_ms,5,-0.00032012015049559756,-0.0003025932234697362,-0.1686081593616602,-0.3,0.7916666666666666,False,4.630978200833333,4.6216537494444445,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,4,front_end_mean_ms,5,0.019527200067681383,0.018442574088047104,0.30233155125448274,0.8999999999999998,0.5583333333333333,False,10.56330647,10.737228833055555,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,4,e2e_mean_ms,5,0.03196524287459839,0.030158547355650874,0.711441147544254,0.8999999999999998,0.19166666666666668,False,22.496271774305555,23.238931586527777,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,5,inference_mean_ms,5,-0.0025110238277777845,-0.0023656597324262876,-0.49041132535137894,-0.6,0.48333333333333334,False,4.621462988777778,4.599977033,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,5,front_end_mean_ms,5,-0.01911395982407411,-0.01800812791233913,-0.4189628503945426,-0.7999999999999999,0.48333333333333334,False,11.018160052777779,10.966152370777777,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,5,e2e_mean_ms,5,-0.019363619492592576,-0.018242506247001317,-0.5716537669119501,-0.6,0.31666666666666665,False,25.817643000777778,25.515178580666667,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,6,inference_mean_ms,5,-3.885390123457751e-05,-3.625462056153998e-05,-0.004026622737405481,0.0,1.0,False,4.800515571111111,4.882022190277778,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,6,front_end_mean_ms,5,-0.01236681214660491,-0.011649612449514643,-0.2567923900088041,0.09999999999999999,0.75,False,11.617031178148148,11.702125894722222,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,6,e2e_mean_ms,5,-0.5531025514027775,-0.5210452574749932,-0.3040644894060377,0.09999999999999999,0.7333333333333333,False,34.073199762037035,35.47716678092593,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,7,inference_mean_ms,5,0.0003098756044973783,0.00029173164670931494,0.13399148216038784,0.09999999999999999,0.85,False,5.2627561288095235,5.24676243484127,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,7,front_end_mean_ms,5,-0.007997196051587293,-0.007535676144651107,-0.9034276357917282,-0.8999999999999998,0.05,False,13.565817415396825,13.395817143809523,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
within_K,7,e2e_mean_ms,5,-1.2871014369166762,-1.2148522327399118,-0.08313777683347301,0.09999999999999999,0.8833333333333333,False,4326.5255971169845,4161.993178169127,descriptive n=5 association; no thermal attribution; unadjusted exploratory permutation p
K_adjusted_common_slope,ALL,inference_mean_ms,35,-0.0005275716447687267,-0.0004979462303448573,-0.06145182339945255,,0.7785221477852214,not applicable,,,"within-K centered common slope; 10000 within-K permutations; descriptive, not thermal evidence"
K_adjusted_common_slope,ALL,front_end_mean_ms,35,-0.0014960408223443828,-0.001408672435035377,-0.0444469120176386,,0.8183181681831817,not applicable,,,"within-K centered common slope; 10000 within-K permutations; descriptive, not thermal evidence"
K_adjusted_common_slope,ALL,e2e_mean_ms,35,-0.1835901280997776,-0.17339890126227117,-0.03701541163039387,,0.811918808119188,not applicable,,,"within-K centered common slope; 10000 within-K permutations; descriptive, not thermal evidence"
